OBJECTID,ID,HOSPITAL_ NAME,ADDRESS,CITY,STUSPS,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD,ZCTA5CE10
3229,5829605,SHRINERS' HOSPITAL FOR CHILDREN-GREENVILLE,950 W FARIS RD,GREENVILLE,SC,29605,(864) 255-7942,CHILDREN,OPEN,50,GREENVILLE,45045,USA,34.81724949,-82.4131781,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.shrinershospitalsforchildren.org/Hospitals/Locations/Greenville.aspx,45,NON-PROFIT,50,NOT AVAILABLE,Y,29605
3230,2229681,GHS HILLCREST MEMORIAL HOSPITAL,729 SE MAIN ST,SIMPSONVILLE,SC,29681,(864) 454-6151,GENERAL ACUTE CARE,OPEN,43,GREENVILLE,45045,USA,34.72018561,-82.2482302,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.ghs.org/hillcrest,45,PROPRIETARY,43,NOT AVAILABLE,Y,29681
3231,6429440,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD,GEORGETOWN,SC,29440,(843) 527-7000,GENERAL ACUTE CARE,OPEN,131,GEORGETOWN,45043,USA,33.37964269,-79.28455341,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tidelandshealth.org/locations/profile/?id=3,45,NON-PROFIT,131,NOT AVAILABLE,Y,29440
3232,8329576,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HWY 17 BYPASS,MURRELLS INLET,SC,29576,(843) 652-1001,GENERAL ACUTE CARE,OPEN,167,GEORGETOWN,45043,USA,33.56046875,-79.0427253,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tidelandshealth.org/,45,NON-PROFIT,167,NOT AVAILABLE,Y,29576
3233,6529927,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DR,HARDEEVILLE,SC,29927,(843) 784-8181,GENERAL ACUTE CARE,OPEN,41,JASPER,45053,USA,32.3150338,-81.05396235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.coastalhospital.com,45,PROPRIETARY,41,NOT AVAILABLE,Y,29927
3234,1398855,NORTH VALLEY HOSPITAL,203 WESTERN AVENUE,TONASKET,WA,98855,(509) 486-2151,CRITICAL ACCESS,OPEN,22,OKANOGAN,53047,USA,48.70700189,-119.4387312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.nvhospital.org,53,GOVERNMENT - DISTRICT/AUTHORITY,22,LEVEL IV,N,98855
3235,2329020,KERSHAWHEALTH,1315 ROBERTS ST,CAMDEN,SC,29020,(803) 432-4311,GENERAL ACUTE CARE,OPEN,121,KERSHAW,45055,USA,34.25285564,-80.59034229,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kershawhealth.com,45,GOVERNMENT - LOCAL,121,NOT AVAILABLE,Y,29020
3236,2529720,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,SC,29720,(803) 286-1481,GENERAL ACUTE CARE,OPEN,211,LANCASTER,45057,USA,34.71768707,-80.78772137,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.springsmemorial.com,45,PROPRIETARY,211,NOT AVAILABLE,Y,29720
3237,3429302,CHILDREN'S REHABILITATION CENTER,355 CEDAR SPRINGS RD,SPARTANBURG,SC,29302,(864) 577-7521,GENERAL ACUTE CARE,OPEN,11,SPARTANBURG,45083,USA,34.9101138,-81.88044733,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2013-10-03T00:00:00.000Z,http://www.scsdb.org/site/default.aspx?PageID=1,45,GOVERNMENT - STATE,11,NOT AVAILABLE,N,29302
3238,19616335,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,(814) 333-5000,GENERAL ACUTE CARE,OPEN,217,CRAWFORD,42039,USA,41.641648,-80.145882,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mmchs.org,42,NON-PROFIT,217,NOT AVAILABLE,Y,16335
3239,1029512,MARLBORO PARK HOSPITAL,1138 CHERAW ST,BENNETTSVILLE,SC,29512,(843) 454-8576,GENERAL ACUTE CARE,CLOSED,94,MARLBORO,45069,USA,34.63628184,-79.69711175,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2012-07-03T00:00:00.000Z,IMAGERY/OTHER,2013-10-03T00:00:00.000Z,http://www.marlboroparkhospital.com,45,PROPRIETARY,94,NOT AVAILABLE,N,29512
3240,8429102,MCLEOD HEALTH CLARENDON,10 E HOSPITAL ST,MANNING,SC,29102,(803) 435-8463,GENERAL ACUTE CARE,OPEN,81,CLARENDON,45027,USA,33.68671298,-80.21153903,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,https://www.mcleodhealth.org/mcleod-health-clarendon.html,45,NON-PROFIT,81,NOT AVAILABLE,Y,29102
3241,3129706,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DR,CHESTER,SC,29706,(803) 581-3151,GENERAL ACUTE CARE,OPEN,82,CHESTER,45023,USA,34.68448242,-81.18315328,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.chospital.org,45,PROPRIETARY,82,NOT AVAILABLE,Y,29706
3242,729325,GHS LAURENS COUNTY HOSPITAL,22725 HWY 76 E,CLINTON,SC,29325,(864) 833-9100,GENERAL ACUTE CARE,OPEN,76,LAURENS,45059,USA,34.4814708,-81.94082197,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.ghs.org/laurens,45,PROPRIETARY,76,NOT AVAILABLE,Y,29325
3243,2729488,COLLETON MEDICAL CENTER,501 ROBERTSON BLVD,WALTERBORO,SC,29488,(843) 782-2000,GENERAL ACUTE CARE,OPEN,131,COLLETON,45029,USA,32.922821,-80.66991082,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.colletonmedical.com,45,PROPRIETARY,131,NOT AVAILABLE,Y,29488
3244,1929621,ANMED HEALTH NORTH WOMEN'S AND CHILDREN'S HOSPITAL,2000 E GREENVILLE ST,ANDERSON,SC,29621,(864) 512-4801,GENERAL ACUTE CARE,OPEN,72,ANDERSON,45007,USA,34.54557143,-82.62888111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.anmedhealth.org,45,NON-PROFIT,72,NOT AVAILABLE,Y,29621
3245,4144113,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,(216) 696-4300,GENERAL ACUTE CARE,OPEN,203,CUYAHOGA,39035,USA,41.48763338,-81.70726289,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.lutheranhospital.org,39,NON-PROFIT,203,NOT AVAILABLE,N,44113
3246,5529472,LIEBER CORRECTIONAL INSTITUTION INFIRMARY,136 WILBORN AVE,RIDGEVILLE,SC,29472,(803) 896-3702,GENERAL ACUTE CARE,OPEN,10,DORCHESTER,45035,USA,33.08533946,-80.29073136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2013-10-04T00:00:00.000Z,http://www.doc.sc.gov/institutions/lieber.jsp,45,GOVERNMENT - STATE,10,NOT AVAILABLE,N,29472
3247,5329170,SOUTH CAROLINA VOCATIONAL REHABILITATION EVALUATION CENTER,1400 BOSTON AVE,WEST COLUMBIA,SC,29170,(803) 896-6040,GENERAL ACUTE CARE,OPEN,30,LEXINGTON,45063,USA,33.95186866,-81.10788392,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-10-04T00:00:00.000Z,http://scvrd.net/individuals/evaluation_center.php,45,GOVERNMENT - STATE,30,NOT AVAILABLE,N,29170
3248,3629203,MORRIS VILLAGE,610 FAISON DR,COLUMBIA,SC,29203,(803) 935-7100,GENERAL ACUTE CARE,OPEN,174,RICHLAND,45079,USA,34.08929901,-80.98695717,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-10-04T00:00:00.000Z,http://www.state.sc.us/dmh/dir_facilities.htm#MV,45,GOVERNMENT - STATE,174,NOT AVAILABLE,N,29203
3249,5629210,WILLOW LANE INFIRMARY,4650 BROAD RIVER RD,COLUMBIA,SC,29210,(803) 896-9107,GENERAL ACUTE CARE,OPEN,8,RICHLAND,45079,USA,34.07261656,-81.11140112,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2013-10-04T00:00:00.000Z,http://www.doc.sc.gov/institutions/brci.jsp,45,GOVERNMENT - STATE,8,NOT AVAILABLE,N,29210
3250,8729201,PALMETTO HEALTH BAPTIST HOSPITAL,1330 TAYLOR ST,COLUMBIA,SC,29201,(803) 296-5678,GENERAL ACUTE CARE,OPEN,391,RICHLAND,45079,USA,34.00678687,-81.03316804,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.palmettohealth.org,45,NON-PROFIT,391,NOT AVAILABLE,Y,29201
3251,2029640,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DR,EASLEY,SC,29640,(864) 442-7606,GENERAL ACUTE CARE,OPEN,109,PICKENS,45077,USA,34.840659,-82.60685299,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.baptisteasley.org,45,NON-PROFIT,109,NOT AVAILABLE,Y,29640
3252,8629201,INTERMEDICAL HOSPITAL OF SOUTH CAROLINA,1330 TAYLOR ST,COLUMBIA,SC,29201,(803) 296-5425,LONG TERM CARE,OPEN,35,RICHLAND,45079,USA,34.00765482,-81.03353124,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.intermedicalhospital.com,45,NON-PROFIT,35,NOT AVAILABLE,Y,29201
3253,10929601,REGENCY HOSPITAL OF GREENVILLE,1 SAINT FRANCIS DR,GREENVILLE,SC,29601,(864) 255-1401,LONG TERM CARE,OPEN,32,GREENVILLE,45045,USA,34.84068643,-82.42141898,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2016-10-27T00:00:00.000Z,http://greenville.regencyhospital.com/,45,PROPRIETARY,32,NOT AVAILABLE,N,29601
3254,6829405,PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH,2777 SPEISSEGGER DR,NORTH CHARLESTON,SC,29405,(843) 747-5830,PSYCHIATRIC,OPEN,112,CHARLESTON,45019,USA,32.83964796,-79.97505235,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.palmettobehavioralhealth.com,45,PROPRIETARY,112,NOT AVAILABLE,N,29405
3255,5729169,THREE RIVERS BEHAVIORAL HEALTH,2900 SUNSET BLVD,WEST COLUMBIA,SC,29169,(803) 796-9911,PSYCHIATRIC,OPEN,98,LEXINGTON,45063,USA,34.0072911,-81.11817421,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.threeriversbehavioral.org,45,PROPRIETARY,98,NOT AVAILABLE,N,29169
3256,10829720,REBOUND BEHAVIORAL HEALTH,134 E REBOUND RD,LANCASTER,SC,29720,(803) 313-3700,PSYCHIATRIC,OPEN,42,LANCASTER,15057,USA,34.86206952,-80.80239503,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY,2016-10-27T00:00:00.000Z,http://www.reboundbehavioralhealth.com/,45,PROPRIETARY,42,NOT AVAILABLE,N,29720
3257,8229926,HILTON HEAD HOSPITAL,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29926,(843) 689-8206,GENERAL ACUTE CARE,OPEN,93,BEAUFORT,45013,USA,32.22404532,-80.71505734,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-10-03T00:00:00.000Z,http://www.hiltonheadregional.com,45,PROPRIETARY,93,NOT AVAILABLE,N,29926
3258,6198812,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,98812,(509) 689-2517,CRITICAL ACCESS,OPEN,44,OKANOGAN,53047,USA,48.10622607,-119.7826329,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.threerivershospital.net/index.php?cID=137,53,GOVERNMENT - DISTRICT/AUTHORITY,44,LEVEL IV,Y,98812
3259,6698531,PROVIDENCE CENTRALIA HOSPITAL,914 SOUTH SCHEUBER ROAD,CENTRALIA,WA,98531,(360) 736-2803,GENERAL ACUTE CARE,OPEN,100,LEWIS,53041,USA,46.71240448,-122.9855806,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.providence.org,53,NON-PROFIT,100,LEVEL IV,Y,98531
3260,8099122,LINCOLN HOSPITAL,10 NICHOLS ST,DAVENPORT,WA,99122,(509) 725-7101,CRITICAL ACCESS,OPEN,60,LINCOLN,53043,USA,47.65792772,-118.1453598,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.lincolnhospital.org,53,GOVERNMENT - DISTRICT/AUTHORITY,60,LEVEL V,Y,99122
3261,22177550,SHRINERS HOSPITALS FOR CHILDREN,815 MARKET STREET,GALVESTON,TX,77550,(409) 770-6600,CHILDREN,OPEN,30,GALVESTON,48167,USA,29.3094949,-94.77699095,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.shrinershospitalsforchildren.org/Hospitals/Locations/Galveston.aspx,48,NON-PROFIT,30,NOT AVAILABLE,N,77550
3262,58875204,OUR CHILDREN'S HOUSE AT BAYLOR,3301 SWISS AVENUE,DALLAS,TX,75204,(214) 820-9710,CHILDREN,CLOSED,54,DALLAS,48113,USA,32.79152613,-96.78347218,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-01-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.baylorhealth.com/PhysiciansLocations/OCH/Pages/Default.aspx,48,NON-PROFIT,54,NOT AVAILABLE,N,75204
3263,77777094,TEXAS CHILDREN'S HOSPITAL WEST CAMPUS,18200 KATY FREEWAY,HOUSTON,TX,77094,(832) 227-1000,CHILDREN,OPEN,62,HARRIS,48201,USA,29.78775625,-95.69305012,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2017-01-10T00:00:00.000Z,https://www.texaschildrens.org/departments/texas-childrens-hospital-west-campus,48,NON-PROFIT,62,NOT AVAILABLE,Y,77094
3264,11898332,ST. ANTHONY HOSPITAL,11567 CANTERWOOD BLVD NW,GIG HARBOR,WA,98332,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,80,PIERCE,53053,USA,47.36302274,-122.6135502,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.fhshealth.org,53,NON-PROFIT,80,LEVEL IV,N,98332
3265,7099156,NEWPORT HOSPITAL & HEALTH SERVICES,714 WEST PINE ST.,NEWPORT,WA,99156,(509) 447-2441,CRITICAL ACCESS,OPEN,74,PEND OREILLE,53051,USA,48.1824222,-117.0491978,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.phd1.org/,53,GOVERNMENT - DISTRICT/AUTHORITY,74,LEVEL IV,N,99156
3266,422801,ROCKINGHAM MEMORIAL HOSPITAL,235 CANTRELL AVENUE,HARRISONBURG,VA,22801,(540) 689-1000,GENERAL ACUTE CARE,CLOSED,270,HARRISONBURG,51660,USA,38.43989519,-78.87130607,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/OLC/acutecare/hospitals.htm,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.rmhonline.com,51,NON-PROFIT,270,NOT AVAILABLE,N,22801
3267,2598632,PEACEHEALTH ST JOHN MEDICAL CENTER - BROADWAY CAMPUS,600 BROADWAY,LONGVIEW,WA,98632,(360) 414-2236,GENERAL ACUTE CARE,CLOSED,-999,COWLITZ,53015,USA,46.13711603,-122.9244332,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.doh.wa.gov/DataandStatisticalReports/HealthcareinWashington/HospitalandPatientData/HospitalFinancialData.aspx,2012-08-02T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.peacehealth.org,53,NON-PROFIT,,NOT AVAILABLE,N,98632
3268,4998520,GRAYS HARBOR COMMUNITY HOSPITAL - EAST,1006 N H STREET,ABERDEEN,WA,98520,(360) 537-5000,GENERAL ACUTE CARE,OPEN,-999,GRAYS HARBOR,53027,USA,46.9812624,-123.8205586,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.ghchwa.org,53,NON-PROFIT,,NOT AVAILABLE,Y,98520
3269,5698557,MARK REED HEALTH CARE CLINIC,322 BIRCH ST S,MCCLEARY,WA,98557,(360) 495-3244,GENERAL ACUTE CARE,CLOSED,24,GRAYS HARBOR,53027,USA,47.05579212,-123.2602846,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.doh.wa.gov/DataandStatisticalReports/HealthcareinWashington/HospitalandPatientData/HospitalFinancialData.aspx,2012-08-02T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://summitpacificmedicalcenter.org/wordpress/,53,GOVERNMENT - DISTRICT/AUTHORITY,24,NOT AVAILABLE,Y,98557
3270,2722060,DEWITT ARMY COMMUNITY HOSPITAL,9501 FARRELL ROAD,FORT BELVOIR,VA,22060,(703) 805-0510,MILITARY,CLOSED,46,FAIRFAX,51059,USA,38.70024448,-77.13652168,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/OLC/acutecare/hospitals.htm,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.dewitt.wramc.amedd.army.mil/,51,GOVERNMENT - FEDERAL,46,NOT AVAILABLE,N,22060
3271,6998801,WENATCHEE VALLEY HOSPITAL,820 N. CHELAN AVENUE,WENATCHEE,WA,98801,(509) 665-5850,GENERAL ACUTE CARE,OPEN,40,CHELAN,53007,USA,47.43352928,-120.3230866,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.wvclinic.com/,53,PROPRIETARY,40,NOT AVAILABLE,N,98801
3272,9698107,SWEDISH MEDICAL CENTER - BALLARD CAMPUS,5300 TALLMAN AVE NW,SEATTLE,WA,98107,(206) 782-2700,GENERAL ACUTE CARE,OPEN,183,KING,53033,USA,47.66737354,-122.3795497,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.swedish.org/,53,NON-PROFIT,183,NOT AVAILABLE,N,98107
3273,9798108,VA PUGET SOUND HEALTH CARE SYSTEM SEATTLE,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,(206) 762-1010,MILITARY,OPEN,504,KING,53033,USA,47.56323103,-122.3080257,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.pugetsound.va.gov/,53,GOVERNMENT - FEDERAL,504,NOT AVAILABLE,N,98108
3274,10298109,SEATTLE CANCER CARE ALLIANCE,825 EASTLAKE AVE E,SEATTLE,WA,98109,(206) 667-7222,SPECIAL,OPEN,20,KING,53033,USA,47.62645489,-122.3297357,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.seattlecca.org,53,NON-PROFIT,20,NOT AVAILABLE,N,98109
3275,10798122,SWEDISH MEDICAL CENTER - CHERRY HILL CAMPUS,500 17TH AVE,SEATTLE,WA,98122,(206) 320-2000,GENERAL ACUTE CARE,OPEN,214,KING,53033,USA,47.60772122,-122.3105979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.swedish.org/,53,NON-PROFIT,214,NOT AVAILABLE,N,98122
3276,10937601,NORTH SIDE HOSPITAL,401 PRINCETON ROAD,JOHNSON CITY,TN,37601,(423) 854-5600,GENERAL ACUTE CARE,CLOSED,139,WASHINGTON,47179,USA,36.35181545,-82.37319145,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://tnmap.state.tn.us/portal/metadata.asp,2012-06-11T00:00:00.000Z,IMAGERY,2014-02-12T00:00:00.000Z,NOT AVAILABLE,47,NON-PROFIT,139,NOT AVAILABLE,N,37601
